No.,Category,Title,URL,Replies,Views
1999,SmartThings (Samsung Connect),To know the URL Schemes,https://community.smartthings.com/t/to-know-the-url-schemes/190287,2,81
2000,General Discussion,String http to https,https://community.smartthings.com/t/string-http-to-https/190124,6,112
2001,Connected Things,Gear Watch Smartthings App - Development Thread,https://community.smartthings.com/t/gear-watch-smartthings-app-development-thread/73122,471,28719
2002,Connected Things,Samsung SHS H505 Door lock,https://community.smartthings.com/t/samsung-shs-h505-door-lock/142015,9,2330
2003,Deals,Amazon Discounts Many Echo Models (April 2020),https://community.smartthings.com/t/amazon-discounts-many-echo-models-april-2020/190234,3,242
2004,Devices & Integrations,"Particle Photon Garage Controller ""GarageControl"" [DH and INO]",https://community.smartthings.com/t/particle-photon-garage-controller-garagecontrol-dh-and-ino/118058,33,2297
2005,Connected Things,Trying to revive Aqara leak sensors,https://community.smartthings.com/t/trying-to-revive-aqara-leak-sensors/187993,14,295
2006,Devices & Integrations,Dual devices with Hue Philips,https://community.smartthings.com/t/dual-devices-with-hue-philips/190230,2,94
2007,SmartThings (Samsung Connect),Android app update 15 March 2020 - v1.7.45-28,https://community.smartthings.com/t/android-app-update-15-march-2020-v1-7-45-28/189113,21,594
2008,General Discussion,Lighting automations stopped working to switch off (April 2020),https://community.smartthings.com/t/lighting-automations-stopped-working-to-switch-off-april-2020/190157,5,187
2009,Devices & Integrations,BETA Release: Tasmota Device Handler for Plugs with Power Monitoring,https://community.smartthings.com/t/beta-release-tasmota-device-handler-for-plugs-with-power-monitoring/182432,30,780
2010,General Discussion,Unable to update DTH,https://community.smartthings.com/t/unable-to-update-dth/122384,20,1782
2011,Connected Things,Use Smartthings offline?,https://community.smartthings.com/t/use-smartthings-offline/186073,14,305
2012,Devices & Integrations,ZigBee switch roller shutter SM-SW101-ZC,https://community.smartthings.com/t/zigbee-switch-roller-shutter-sm-sw101-zc/182089,10,827
2013,Devices & Integrations,How do you change phones without having to unravel you're entire setup?,https://community.smartthings.com/t/how-do-you-change-phones-without-having-to-unravel-youre-entire-setup/63245,6,1210
2014,Devices & Integrations,Aeotec Siren v.5 device CANNOT BE DELETED from ST app (the new one),https://community.smartthings.com/t/aeotec-siren-v-5-device-cannot-be-deleted-from-st-app-the-new-one/190205,5,71
2015,Devices & Integrations,[WITHDRAWN] Denon Network AV Receivers,https://community.smartthings.com/t/withdrawn-denon-network-av-receivers/36116,204,19182
2016,Devices & Integrations,Add generic Zigbee device in new ST app?,https://community.smartthings.com/t/add-generic-zigbee-device-in-new-st-app/190108,6,281
2017,Devices & Integrations,Controlling two spotlights with a Fibaro relay or dimmer 2,https://community.smartthings.com/t/controlling-two-spotlights-with-a-fibaro-relay-or-dimmer-2/189607,18,123
2018,Devices & Integrations,Shelly dimmer not working,https://community.smartthings.com/t/shelly-dimmer-not-working/190065,7,164
2019,General Discussion,Solar Generation Monitoring,https://community.smartthings.com/t/solar-generation-monitoring/1106,53,10334
2020,Devices & Integrations,Devices showing in New app but not classic and can't remove,https://community.smartthings.com/t/devices-showing-in-new-app-but-not-classic-and-cant-remove/190000,10,145
2021,Devices & Integrations,Fire Tablet Setup Script for ActionTiles [BETA UPDATE 12-4-18],https://community.smartthings.com/t/fire-tablet-setup-script-for-actiontiles-beta-update-12-4-18/110797,411,46090
2022,Community Created Device Types,Echo Speaks - parsing alexaPlaylists into JSON,https://community.smartthings.com/t/echo-speaks-parsing-alexaplaylists-into-json/190130,4,81
2023,Projects & Stories,What projects are you currently working on?,https://community.smartthings.com/t/what-projects-are-you-currently-working-on/10620,47,8783
2024,webCoRE,Homeseer HS-WD-200+ Status Light help,https://community.smartthings.com/t/homeseer-hs-wd-200-status-light-help/190162,1,64
2025,Community Created Device Types,[RELEASE] Dome Leak Sensor (Official),https://community.smartthings.com/t/release-dome-leak-sensor-official/76154,16,2181
2026,Community Created SmartApps,[RELEASE] Sense Energy Monitor,https://community.smartthings.com/t/release-sense-energy-monitor/133470,106,5886
2027,Community Created SmartApps,[RELEASE] Virtual Device Sync - Create Virtual Devices and Keep Them In Sync With a Physical Device,https://community.smartthings.com/t/release-virtual-device-sync-create-virtual-devices-and-keep-them-in-sync-with-a-physical-device/57089,120,19023
2028,General Discussion,Hub will not pair any new devices,https://community.smartthings.com/t/hub-will-not-pair-any-new-devices/152772,20,2457
2029,SmartThings (Samsung Connect),What is “quick control”?,https://community.smartthings.com/t/what-is-quick-control/185469,17,461
2030,Connected Things,GE / Jasco (45612) In-Wall Dimmer Won't Connect,https://community.smartthings.com/t/ge-jasco-45612-in-wall-dimmer-wont-connect/308,31,6331
2031,Deals,Aeotec Dimmer,https://community.smartthings.com/t/aeotec-dimmer/190128,2,103
2032,Devices & Integrations,Yale External Siren (SR-BX-ZW),https://community.smartthings.com/t/yale-external-siren-sr-bx-zw/152106,3,371
2033,Connected Things,Sengled Bulbs not working,https://community.smartthings.com/t/sengled-bulbs-not-working/140727,15,7465
2034,Devices & Integrations,Wifi Diffuser?,https://community.smartthings.com/t/wifi-diffuser/185399,13,447
2035,General Discussion,I am looking to hire a SmartThings Developer / Consultant,https://community.smartthings.com/t/i-am-looking-to-hire-a-smartthings-developer-consultant/106071,12,1046
2036,Devices & Integrations,Smartthings Cam as a motion sensor?,https://community.smartthings.com/t/smartthings-cam-as-a-motion-sensor/190115,1,64
2037,Devices & Integrations,Iq smartsocket,https://community.smartthings.com/t/iq-smartsocket/62734,6,426
2038,Connected Things,Z-Wave receptacles,https://community.smartthings.com/t/z-wave-receptacles/83412,17,1128
2039,Devices & Integrations,I was reject when I request to register a new brand,https://community.smartthings.com/t/i-was-reject-when-i-request-to-register-a-new-brand/189858,6,169
2040,Devices & Integrations,Issue adding a new LIFX device to Smartthings,https://community.smartthings.com/t/issue-adding-a-new-lifx-device-to-smartthings/190046,6,91
2041,Connected Things,"Hub can't see it, but still control it?",https://community.smartthings.com/t/hub-cant-see-it-but-still-control-it/190078,4,52
2042,SmartApps & Automations,Can a notification message include room name?,https://community.smartthings.com/t/can-a-notification-message-include-room-name/190066,4,75
2043,Connected Things,Neo Z Wave Plus Smart Curtain Switch: works with ST?,https://community.smartthings.com/t/neo-z-wave-plus-smart-curtain-switch-works-with-st/166055,6,550
2044,Devices & Integrations,Centralite 4256050-ZHAC Module Support,https://community.smartthings.com/t/centralite-4256050-zhac-module-support/3111,40,21512
2045,Apps & Clients,Cannot remove bad devices from app,https://community.smartthings.com/t/cannot-remove-bad-devices-from-app/149108,7,312
2046,Connected Things,Honeywell (Resideo) service offline,https://community.smartthings.com/t/honeywell-resideo-service-offline/184860,30,309
2047,Devices & Integrations,Connecting new arlo cameras,https://community.smartthings.com/t/connecting-new-arlo-cameras/63169,4,330
2048,SmartApps & Automations,Use a Switch to open a phone app?,https://community.smartthings.com/t/use-a-switch-to-open-a-phone-app/190032,6,123
2049,Devices & Integrations,Cannot connect Arlo account to Smartthing,https://community.smartthings.com/t/cannot-connect-arlo-account-to-smartthing/190026,3,147
2050,Community Created SmartApps,Adding devices to IOS Widget,https://community.smartthings.com/t/adding-devices-to-ios-widget/190011,5,77
2051,Devices & Integrations,Smartthings vs broadlink,https://community.smartthings.com/t/smartthings-vs-broadlink/53751,8,6486
2052,Devices & Integrations,Whenever I connect SmartThings v3 to another controller I get 4 extra devices,https://community.smartthings.com/t/whenever-i-connect-smartthings-v3-to-another-controller-i-get-4-extra-devices/190024,1,58
2053,Connected Things,BBQ Guru CyberQ Temp Controller,https://community.smartthings.com/t/bbq-guru-cyberq-temp-controller/34954,21,4408
2054,Devices & Integrations,Bose soundtouch 10 won't connect to smarthings,https://community.smartthings.com/t/bose-soundtouch-10-wont-connect-to-smarthings/171125,5,341
2055,Devices & Integrations,Automatic cooking machine,https://community.smartthings.com/t/automatic-cooking-machine/132552,12,458
2056,Deals,Sonos speakers on sale,https://community.smartthings.com/t/sonos-speakers-on-sale/189998,1,130
2057,Devices & Integrations,Created a device handler on IDE but not shown on Workplace,https://community.smartthings.com/t/created-a-device-handler-on-ide-but-not-shown-on-workplace/189920,5,92
2058,Community Created Device Types,[RELEASE] Aeotec Water Sensor 6 ZW122,https://community.smartthings.com/t/release-aeotec-water-sensor-6-zw122/101640,45,3646
2059,Devices & Integrations,Fire 7 with Zwave switch relay to control power,https://community.smartthings.com/t/fire-7-with-zwave-switch-relay-to-control-power/189351,3,115
2060,Devices & Integrations,Offline / Online Z-Wave Schalge Lock 2 meters from Hub,https://community.smartthings.com/t/offline-online-z-wave-schalge-lock-2-meters-from-hub/189940,8,101
2061,Devices & Integrations,Basic Tesla Integration,https://community.smartthings.com/t/basic-tesla-integration/75661,84,7972
2062,Devices & Integrations,Window Sunshade Controller - DD7002B Integration?,https://community.smartthings.com/t/window-sunshade-controller-dd7002b-integration/169556,19,1429
2063,Devices & Integrations,Google Home suddenly looses contact with SmartThings,https://community.smartthings.com/t/google-home-suddenly-looses-contact-with-smartthings/189874,8,142
2064,General Discussion,Wiring for Fibaro Single Switch 2 not working,https://community.smartthings.com/t/wiring-for-fibaro-single-switch-2-not-working/189116,61,264
2065,Connected Things,Virtual keypad for ST on ActionTiles?,https://community.smartthings.com/t/virtual-keypad-for-st-on-actiontiles/189853,3,125
2066,Devices & Integrations,ST WiFi Firmware - Are these no longer getting updates?,https://community.smartthings.com/t/st-wifi-firmware-are-these-no-longer-getting-updates/189955,1,70
2067,Devices & Integrations,Add Samsung Q9 connected over ethernet: SmartHub app forces Wifi?,https://community.smartthings.com/t/add-samsung-q9-connected-over-ethernet-smarthub-app-forces-wifi/189680,5,85
2068,SmartApps & Automations,Automations have vanished,https://community.smartthings.com/t/automations-have-vanished/189938,4,88
2069,Devices & Integrations,"Hub error message - ""java.util.concurrent.TimeoutException @line 165 (parse)""",https://community.smartthings.com/t/hub-error-message-java-util-concurrent-timeoutexception-line-165-parse/189816,4,90
2070,Devices & Integrations,What's going on with Wemo switches? Working fine for 3yrs (April 2019),https://community.smartthings.com/t/whats-going-on-with-wemo-switches-working-fine-for-3yrs-april-2019/160084,49,5533
2071,Devices & Integrations,Bond/Smartthings - Ceiling fan with two lights,https://community.smartthings.com/t/bond-smartthings-ceiling-fan-with-two-lights/189894,1,61
2072,Deals,(3/31/2020) Sylvania SMART+ Expansion RGBW Lightstrips (2 strips) - $9.58 w/Prime (reg ~$15),https://community.smartthings.com/t/3-31-2020-sylvania-smart-expansion-rgbw-lightstrips-2-strips-9-58-w-prime-reg-15/189886,1,131
2073,Groups & Events,Alguien de la comunidad que hable espanol?,https://community.smartthings.com/t/alguien-de-la-comunidad-que-hable-espanol/10816,37,3421
2074,Meta,New UI - Ick,https://community.smartthings.com/t/new-ui-ick/189879,2,258
2075,Deals,April Fools Day Crazy Deals @The Smartest House,https://community.smartthings.com/t/april-fools-day-crazy-deals-the-smartest-house/189878,1,192
2076,Devices & Integrations,EnOcean-powered Friends of Hue switches compatible?,https://community.smartthings.com/t/enocean-powered-friends-of-hue-switches-compatible/189864,2,127
2077,Connected Things,Motion sensor recommendation for cold weather barn use (usb powered),https://community.smartthings.com/t/motion-sensor-recommendation-for-cold-weather-barn-use-usb-powered/188826,13,189
2078,Devices & Integrations,Connect to SmartThings Hub to IKEA Tradfri hub,https://community.smartthings.com/t/connect-to-smartthings-hub-to-ikea-tradfri-hub/189863,3,100
